Engine Speed (High Res)(rpm),Throttle Position(%),Manifold Absolute Pressure(kpa),Spark Advance(deg),MAF Airflow(g/s),Left Block Learn Trim,Right Block Learn Trim,Left Integrator Counts,Right Integrator Counts,Left+Right Block Learn Trim,Left+Right Integrator,Left Oxygen Sensor Volts(mv),Right Oxygen Sensor Volts(mv),Closed Loop Enable,Power Enrichment Active,Block Learn Mode Enable,Idle Air Controller Position,Idle Target RPM(rpm),Intake Air Temperature(c),Coolant Temperature(c),Knock Retard(deg),Knock Counts,Vehicle Speed(mph),ECM Input Voltage(v),Fan 1 Enabled,Fan 2 Enabled,Charcoal Canister Purge Enable,Air Pump Enabled,Air Conditioning Enabled,Block Learn Mode Cell,Left Injector Pulsewidth,Right Injector Pulsewidth,Barometric Pressure(kpa),Transmission Selected Gear,Shift Position PARK/NEUTRAL,TCC Enable,EGR Duty Cycle(%)
1392,6.7,42.8,37,21.34,133,128,124,137,130,130,648,178,ON,OFF,ON,75,663,93.7,165.2,2,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.87,5.23,102,4,OFF,ON,0.0
1400,6.7,42.5,37,21.11,133,128,134,128,130,131,102,706,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,5.34,5.29,102,4,OFF,ON,0.0
1419,6.7,42.8,37,21.84,133,128,125,127,130,126,799,786,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,5.40,4.90,102,4,OFF,ON,0.0
1416,6.7,42.8,37,21.50,133,128,124,136,130,130,799,226,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,4.93,5.14,102,4,OFF,ON,0.0
1388,6.7,42.1,37,21.50,133,128,133,137,130,135,155,138,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,5.36,5.22,102,4,OFF,ON,0.0
1397,6.7,42.1,37,21.50,133,128,134,127,130,130,164,750,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,5.22,4.84,102,4,OFF,ON,0.0
1390,6.7,42.1,37,20.68,133,128,124,126,130,125,848,679,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.85,4.79,102,4,OFF,ON,0.0
1411,6.7,42.1,37,21.50,133,128,123,136,130,129,528,89,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.93,5.19,102,4,OFF,ON,0.0
1385,6.7,42.5,37,21.02,133,128,133,138,130,135,98,191,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,5.29,5.26,102,4,OFF,ON,0.0
1395,6.7,42.1,37,21.34,133,128,135,128,130,131,218,826,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,5.28,4.87,102,4,OFF,ON,0.0
1395,6.7,42.5,37,20.95,133,128,125,127,130,126,830,568,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.6,OFF,OFF,ON,OFF,OFF,6,4.88,4.82,102,4,OFF,ON,0.0
1418,6.7,42.5,38,21.27,133,128,124,137,130,130,542,107,ON,OFF,ON,75,663,93.7,165.2,1,7829,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.85,5.17,102,4,OFF,ON,0.0
1412,6.7,42.5,38,21.27,133,128,134,129,130,131,98,480,ON,OFF,ON,75,663,93.7,166.6,1,8042,44,12.6,OFF,OFF,ON,OFF,OFF,6,5.37,5.31,102,4,OFF,ON,0.0
1390,6.7,42.1,37,21.27,133,128,125,129,130,127,808,879,ON,OFF,ON,75,663,93.7,166.6,2,8042,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.90,4.94,102,4,OFF,ON,0.0
1387,6.7,42.8,37,21.02,133,128,124,127,130,125,741,551,ON,OFF,ON,74,663,93.7,166.6,1,8042,44,12.6,OFF,OFF,ON,OFF,OFF,6,4.87,4.84,102,4,OFF,ON,0.0
1399,6.7,42.1,37,20.95,133,128,133,137,130,135,120,120,ON,OFF,ON,74,663,93.7,166.6,1,8042,44,12.5,OFF,OFF,ON,OFF,OFF,6,5.17,5.17,102,4,OFF,ON,0.0
1404,6.7,42.1,37,20.70,133,128,134,128,130,131,67,471,ON,OFF,ON,74,663,93.7,166.6,1,8042,44,12.5,OFF,OFF,ON,OFF,OFF,6,5.14,5.20,102,4,OFF,ON,0.0
1394,2.4,35.1,39,15.24,133,128,125,128,130,126,786,879,ON,OFF,ON,74,663,93.7,166.6,0,8042,44,12.5,OFF,OFF,ON,OFF,OFF,6,4.17,4.12,102,4,OFF,ON,0.0
1352,0.0,25.1,32,8.48,128,128,125,127,128,126,897,897,ON,OFF,ON,73,663,93.7,166.6,0,8042,43,12.6,OFF,OFF,ON,OFF,OFF,2,2.01,1.94,102,4,OFF,ON,0.0
1363,0.0,24.0,16,8.45,128,128,124,125,128,124,630,537,ON,OFF,ON,72,663,93.7,166.6,0,8042,43,12.5,OFF,OFF,ON,OFF,OFF,2,1.79,1.82,102,4,OFF,ON,0.0
1375,0.0,22.9,8,8.16,128,128,128,128,128,128,13,13,ON,OFF,ON,71,663,93.7,166.6,0,8042,43,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1364,0.0,22.9,7,8.30,128,128,128,128,128,128,4,4,ON,OFF,ON,70,663,93.7,166.6,0,8042,43,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1343,0.0,22.5,7,8.14,128,128,128,128,128,128,4,4,ON,OFF,ON,69,663,93.7,166.6,0,8042,42,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1334,0.0,22.9,7,7.96,128,128,128,128,128,128,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,42,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1306,0.0,22.5,7,8.04,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,42,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1301,0.0,23.3,7,8.17,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,41,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1279,0.0,22.9,7,8.22,128,128,128,128,128,128,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,41,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1278,0.0,23.3,7,7.95,128,128,128,128,128,128,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,41,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1270,0.0,23.6,7,7.89,128,128,128,128,128,128,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1255,0.0,23.6,7,8.34,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1242,0.0,23.6,6,8.08,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,39,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1237,0.0,24.0,6,8.29,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,39,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1221,0.0,24.0,6,8.20,128,128,128,128,128,128,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1201,0.0,24.4,6,8.37,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,38,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1198,0.0,24.0,6,8.20,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,38,12.6,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1156,0.0,25.1,5,8.14,128,128,128,128,128,128,9,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,38,12.5,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,OFF,0.0
842,0.0,29.5,4,8.05,128,128,133,133,128,133,4,4,ON,OFF,ON,68,663,93.7,166.6,0,8042,37,12.7,OFF,OFF,ON,OFF,OFF,1,3.14,0.00,102,4,OFF,OFF,0.0
593,0.0,36.6,4,8.23,128,128,134,134,128,134,4,4,ON,OFF,ON,74,663,93.7,166.6,0,8042,37,12.9,OFF,OFF,ON,OFF,OFF,4,4.00,4.18,102,4,OFF,OFF,0.0
874,0.0,35.8,7,8.54,128,128,137,137,128,137,4,4,ON,OFF,ON,76,663,93.7,166.6,0,8042,36,12.5,OFF,OFF,ON,OFF,OFF,5,4.09,3.98,102,4,OFF,OFF,0.0
973,0.0,31.8,11,8.37,128,128,140,139,128,139,27,31,ON,OFF,ON,75,663,93.7,166.6,0,8042,35,12.6,OFF,OFF,ON,OFF,OFF,5,3.37,3.27,102,4,OFF,OFF,0.0
911,0.0,31.0,13,8.45,128,128,143,143,128,143,31,44,ON,OFF,ON,74,663,93.7,166.6,0,8042,34,12.7,OFF,OFF,ON,OFF,OFF,5,3.10,3.10,102,3,OFF,OFF,0.0
867,0.0,31.4,14,8.62,128,128,145,145,128,145,40,36,ON,OFF,ON,73,663,93.7,166.6,0,8042,33,12.9,OFF,OFF,ON,OFF,OFF,5,3.48,3.45,102,3,OFF,OFF,0.0
959,0.0,31.0,17,8.27,129,128,147,147,128,147,44,98,ON,OFF,ON,72,663,93.7,166.6,0,8042,33,12.6,OFF,OFF,ON,OFF,OFF,5,3.39,3.43,102,3,OFF,OFF,0.0
960,0.0,29.9,20,8.25,128,128,128,130,128,129,480,786,ON,OFF,ON,71,663,93.7,166.6,0,8042,32,12.7,OFF,OFF,ON,OFF,OFF,1,3.23,3.22,102,3,OFF,OFF,0.0
938,0.0,29.2,22,8.41,128,128,133,132,128,132,817,866,ON,OFF,ON,70,663,93.7,167.9,0,8042,31,12.6,OFF,OFF,ON,OFF,OFF,1,2.88,2.85,102,3,OFF,OFF,0.0
911,0.0,29.9,24,8.22,128,128,133,132,128,132,755,777,ON,OFF,ON,69,650,93.7,167.9,0,8042,30,12.8,OFF,OFF,ON,OFF,OFF,1,2.91,2.87,102,3,OFF,OFF,0.0
922,0.0,30.3,27,8.02,128,128,133,131,128,132,839,781,ON,OFF,ON,68,650,93.7,167.9,0,8042,29,12.6,OFF,OFF,ON,OFF,OFF,1,2.90,2.91,102,3,OFF,OFF,0.0
869,0.0,30.6,28,8.09,129,128,142,130,128,136,200,786,ON,OFF,ON,68,650,93.7,167.9,0,8042,28,12.7,OFF,OFF,ON,OFF,OFF,1,2.98,2.85,102,3,OFF,OFF,0.0
937,0.0,30.3,29,7.86,129,128,142,129,128,135,173,555,ON,OFF,ON,68,650,93.7,167.9,0,8042,27,12.7,OFF,OFF,ON,OFF,OFF,1,3.16,2.82,102,3,OFF,OFF,0.0
945,0.0,29.9,29,8.05,129,128,132,138,128,135,790,475,ON,OFF,ON,68,650,93.7,167.9,0,8042,26,12.8,OFF,OFF,ON,OFF,OFF,1,3.04,2.72,102,3,OFF,OFF,0.0
930,0.0,29.5,29,7.80,129,128,132,138,128,135,884,98,ON,OFF,ON,68,650,93.7,167.9,0,8042,25,12.7,OFF,OFF,ON,OFF,OFF,1,2.91,2.99,102,3,OFF,OFF,0.0
903,0.0,30.3,29,8.27,129,128,130,138,128,134,852,89,ON,OFF,ON,68,650,93.7,167.9,0,8042,24,12.7,OFF,OFF,ON,OFF,OFF,1,2.88,3.04,102,3,OFF,OFF,0.0
913,0.0,30.6,29,8.19,129,128,127,139,128,133,875,382,ON,OFF,ON,68,650,93.7,167.9,0,8042,24,12.6,OFF,OFF,ON,OFF,OFF,1,2.84,3.04,102,3,OFF,OFF,0.0
904,0.0,30.3,29,7.66,129,128,125,130,128,127,808,839,ON,OFF,ON,68,650,93.7,167.9,0,8042,23,12.8,OFF,OFF,ON,OFF,OFF,1,2.78,2.85,102,3,OFF,OFF,0.0
904,0.0,30.3,29,7.65,129,128,124,130,128,127,781,875,ON,OFF,ON,68,650,93.7,167.9,0,8042,23,12.7,OFF,OFF,ON,OFF,OFF,1,2.64,2.78,102,3,OFF,OFF,0.0
856,0.0,31.0,28,7.87,129,128,124,129,128,126,466,795,ON,OFF,ON,68,650,93.7,167.9,0,8042,23,12.7,OFF,OFF,ON,OFF,OFF,1,2.75,2.85,102,3,OFF,OFF,0.0
835,0.0,32.9,28,8.67,129,128,136,128,128,132,93,568,ON,OFF,ON,68,650,93.7,167.9,0,8042,23,12.7,OFF,OFF,ON,OFF,OFF,1,3.23,3.11,102,3,OFF,OFF,0.0
965,2.0,34.7,34,10.73,129,128,136,137,128,136,58,440,ON,OFF,ON,69,650,93.7,167.9,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,5,3.75,3.69,102,3,OFF,OFF,0.0
1131,3.1,35.8,36,12.02,129,128,127,127,128,127,551,870,ON,OFF,ON,71,650,93.7,167.9,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,5,3.95,3.66,102,3,OFF,OFF,0.0
1235,5.1,37.7,37,15.85,129,128,127,123,128,125,839,879,ON,OFF,ON,72,650,93.7,167.9,0,8042,22,12.7,OFF,OFF,ON,OFF,OFF,5,4.01,3.89,102,3,OFF,OFF,0.0
1403,6.7,38.8,39,20.23,133,128,136,134,130,135,404,293,ON,OFF,ON,74,650,93.7,167.9,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,6,4.67,4.20,102,2,OFF,OFF,0.0
1614,7.5,38.0,40,21.27,133,128,126,134,130,130,386,262,ON,OFF,ON,75,650,93.7,167.9,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,6,4.99,4.81,102,2,OFF,OFF,0.0
1689,9.8,41.4,40,24.20,133,128,125,124,130,124,826,813,ON,OFF,ON,78,650,93.7,167.9,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,6,4.76,4.20,102,2,OFF,OFF,0.0
1808,11.8,45.0,40,31.72,133,128,135,133,130,134,71,84,ON,OFF,ON,79,650,93.7,167.9,0,8042,22,12.7,OFF,OFF,ON,OFF,OFF,6,6.29,5.78,102,2,OFF,OFF,0.0
2037,16.9,50.9,39,46.92,133,128,126,124,130,125,768,777,ON,OFF,ON,84,650,93.7,167.9,1,8042,22,12.7,OFF,OFF,ON,OFF,OFF,6,6.90,6.53,102,2,OFF,OFF,0.0
2335,18.0,52.4,41,50.48,128,128,126,123,128,124,679,679,ON,OFF,ON,85,650,93.7,167.9,1,8042,22,12.7,OFF,OFF,ON,OFF,OFF,11,7.95,7.02,102,2,OFF,OFF,0.0
2556,22.8,62.8,38,66.68,128,128,125,132,128,128,706,129,ON,OFF,ON,90,650,93.7,167.9,2,8042,23,12.7,OFF,OFF,ON,OFF,OFF,11,8.88,8.50,102,2,OFF,OFF,0.0
2955,30.2,73.8,37,97.34,128,128,134,133,128,133,124,98,ON,OFF,ON,93,650,93.7,169.3,3,8042,23,12.6,OFF,OFF,ON,OFF,OFF,11,11.49,11.43,102,2,OFF,OFF,0.0
3277,29.8,69.0,38,98.61,128,128,123,124,128,123,799,764,ON,OFF,ON,92,650,93.7,169.3,2,8042,25,12.5,OFF,OFF,ON,OFF,OFF,11,9.78,9.64,102,2,OFF,OFF,0.0
3244,30.2,69.4,38,98.87,128,128,133,133,128,133,155,151,ON,OFF,ON,92,650,93.7,169.3,2,8042,26,12.6,OFF,OFF,ON,OFF,OFF,11,9.31,10.24,102,2,OFF,OFF,0.0
3398,30.2,70.9,38,103.24,128,128,123,124,128,123,715,466,ON,OFF,ON,92,650,93.7,169.3,2,8042,27,12.5,OFF,OFF,ON,OFF,OFF,11,9.35,10.24,102,2,OFF,OFF,0.0
3441,30.2,68.3,38,101.82,128,128,123,134,128,128,670,178,ON,OFF,ON,92,650,93.7,169.3,2,8042,28,12.4,OFF,OFF,ON,OFF,OFF,11,10.04,10.10,102,2,OFF,OFF,0.0
3433,29.0,67.2,39,99.13,128,128,133,125,128,129,151,702,ON,OFF,ON,92,650,93.7,169.3,2,8042,29,12.5,OFF,OFF,ON,OFF,OFF,11,9.45,9.72,102,2,OFF,OFF,0.0
3390,28.6,65.0,39,96.35,128,128,123,136,128,129,497,138,ON,OFF,ON,92,650,93.7,169.3,2,8042,30,12.4,OFF,OFF,ON,OFF,OFF,11,8.61,9.55,102,2,OFF,OFF,0.0
3359,27.1,62.0,40,90.66,128,128,124,126,128,125,635,622,ON,OFF,ON,92,650,93.7,169.3,1,8042,31,12.5,OFF,OFF,ON,OFF,OFF,11,8.85,8.54,102,2,OFF,OFF,0.0
3270,25.9,60.5,40,87.95,128,128,134,137,128,135,160,346,ON,OFF,ON,92,650,93.7,169.3,1,8042,32,12.5,OFF,OFF,ON,OFF,OFF,11,8.58,8.71,102,3,OFF,OFF,0.0
3280,25.5,59.1,40,81.39,128,128,124,127,128,125,804,715,ON,OFF,ON,91,650,93.7,169.3,1,8042,33,12.5,OFF,OFF,ON,OFF,OFF,11,7.58,7.80,102,3,OFF,OFF,0.0
3050,25.5,62.4,39,80.54,128,128,133,126,128,129,164,635,ON,OFF,ON,91,650,93.7,169.3,1,8042,33,12.6,OFF,OFF,ON,OFF,OFF,11,8.42,8.67,102,3,OFF,OFF,0.0
3040,25.5,63.9,39,81.54,128,128,124,135,128,129,728,204,ON,OFF,ON,91,650,93.7,169.3,1,8042,34,12.6,OFF,OFF,ON,OFF,OFF,11,8.07,8.22,102,3,OFF,OFF,0.0
3031,24.7,62.4,39,79.83,128,128,134,125,128,129,240,653,ON,OFF,ON,91,650,93.7,169.3,1,8042,35,12.6,OFF,OFF,ON,OFF,OFF,11,8.74,8.83,102,3,OFF,OFF,0.0
3040,24.7,62.0,39,76.41,128,128,123,135,128,129,564,191,ON,OFF,ON,91,650,93.7,169.3,1,8042,35,12.7,OFF,OFF,ON,OFF,OFF,11,7.95,8.09,102,3,OFF,OFF,0.0
3006,22.8,58.7,40,72.57,128,128,123,125,128,124,773,733,ON,OFF,ON,90,650,93.7,169.3,1,8042,36,12.7,OFF,OFF,ON,OFF,OFF,11,7.86,7.37,102,3,OFF,OFF,0.0
2937,21.6,56.8,40,68.98,128,128,132,134,128,133,186,204,ON,OFF,ON,89,650,93.7,169.3,1,8042,36,12.7,OFF,OFF,ON,OFF,OFF,11,7.52,7.81,102,3,OFF,OFF,0.0
2822,18.4,50.6,41,59.02,128,128,122,124,128,123,848,484,ON,OFF,ON,88,650,93.7,169.3,0,8042,37,12.8,OFF,OFF,ON,OFF,OFF,11,6.21,6.65,102,3,OFF,OFF,0.0
2708,18.4,50.9,41,54.98,128,128,131,133,128,132,182,142,ON,OFF,ON,87,650,93.7,169.3,0,8042,37,12.7,OFF,OFF,ON,OFF,OFF,11,5.95,6.64,102,3,OFF,OFF,0.0
2666,18.0,49.8,41,56.23,128,128,122,124,128,123,630,773,ON,OFF,ON,86,650,93.7,169.3,0,8042,38,12.7,OFF,OFF,ON,OFF,OFF,11,6.73,6.27,102,3,OFF,OFF,0.0
2635,18.0,49.1,42,52.99,131,128,121,122,129,121,755,595,ON,OFF,ON,85,650,93.7,169.3,0,8042,38,12.6,OFF,OFF,ON,OFF,OFF,7,6.12,6.07,102,3,OFF,OFF,0.0
2654,17.3,49.5,41,52.13,131,128,118,131,129,124,670,204,ON,OFF,ON,84,650,93.7,169.3,0,8042,38,12.7,OFF,OFF,ON,OFF,OFF,7,5.94,6.50,102,3,OFF,OFF,0.0
2619,17.3,48.0,42,52.59,131,128,119,120,129,119,781,790,ON,OFF,ON,83,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,7,6.52,5.98,102,3,OFF,OFF,0.0
2617,16.9,49.1,42,50.22,131,128,117,129,129,123,750,240,ON,OFF,ON,83,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,7,5.87,6.30,102,3,OFF,OFF,0.0
2594,14.9,45.4,43,46.99,131,128,127,118,129,122,271,804,ON,OFF,ON,83,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,7,5.65,5.40,102,4,OFF,OFF,0.0
2470,12.6,39.5,44,37.11,130,128,115,127,129,121,813,275,ON,OFF,ON,82,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,7,4.24,4.46,102,4,OFF,OFF,0.0
2243,11.8,38.4,43,34.53,130,128,125,127,129,126,80,107,ON,OFF,ON,81,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,7,4.64,4.68,102,4,OFF,OFF,0.0
2142,11.8,39.5,43,32.55,130,128,126,130,129,128,98,169,ON,OFF,ON,80,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,7,4.71,4.85,102,4,OFF,OFF,0.0
2129,9.4,37.3,43,29.45,130,128,131,120,129,125,129,804,ON,OFF,ON,79,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,7,4.68,4.23,102,4,OFF,ON,0.0
1648,0.0,24.0,35,8.99,128,128,118,119,128,118,875,759,ON,OFF,ON,78,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,1.89,1.65,102,4,OFF,ON,0.0
1276,0.0,25.1,32,8.63,128,128,133,133,128,133,84,31,ON,OFF,ON,77,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,1.68,1.89,102,4,OFF,ON,0.0
1276,0.0,24.0,32,8.69,128,128,134,134,128,134,27,27,ON,OFF,ON,76,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,2.21,2.26,102,4,OFF,ON,0.0
1290,0.0,23.6,32,8.47,128,128,135,137,128,136,36,36,ON,OFF,ON,75,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,2.30,2.32,102,4,OFF,ON,0.0
1267,0.0,23.6,32,8.73,128,128,138,139,128,138,44,53,ON,OFF,ON,74,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,2.26,2.30,102,4,OFF,ON,0.0
1266,0.0,24.4,32,8.54,128,128,141,142,128,141,58,107,ON,OFF,ON,73,650,93.7,169.3,0,8042,40,12.7,OFF,OFF,ON,OFF,OFF,2,2.33,2.37,102,4,OFF,OFF,0.0
1227,0.0,23.6,31,8.25,128,128,144,128,128,136,93,693,ON,OFF,ON,73,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,2,2.37,2.40,102,4,OFF,OFF,0.0
1157,0.0,25.1,30,8.48,128,128,127,129,128,128,542,848,ON,OFF,ON,72,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,2,2.44,2.21,102,4,OFF,OFF,0.0
1115,0.0,25.1,30,8.25,128,128,130,129,128,129,697,728,ON,OFF,ON,71,650,93.7,169.3,0,8042,39,12.7,OFF,OFF,ON,OFF,OFF,2,2.35,2.37,102,4,OFF,OFF,0.0
1087,0.0,25.9,30,8.36,128,128,130,128,128,129,737,844,ON,OFF,ON,70,650,93.7,169.3,0,8042,38,12.7,OFF,OFF,ON,OFF,OFF,2,2.41,2.38,102,4,OFF,OFF,0.0
1069,0.0,26.2,30,8.23,129,128,130,137,128,133,768,249,ON,OFF,ON,69,650,93.7,169.3,0,8042,38,12.8,OFF,OFF,ON,OFF,OFF,1,2.52,2.46,102,4,OFF,OFF,0.0
1082,0.0,26.6,30,8.09,129,128,129,137,128,133,773,413,ON,OFF,ON,68,650,93.7,169.3,0,8042,37,12.7,OFF,OFF,ON,OFF,OFF,1,2.43,2.61,102,4,OFF,OFF,0.0
1061,0.0,26.6,30,7.87,129,128,127,126,128,126,808,892,ON,OFF,ON,67,650,93.7,169.3,0,8042,36,12.7,OFF,OFF,ON,OFF,OFF,1,2.41,2.37,102,4,OFF,OFF,0.0
1035,0.0,27.3,29,8.07,129,128,126,125,128,125,573,813,ON,OFF,ON,67,650,93.7,169.3,0,8042,35,12.8,OFF,OFF,ON,OFF,OFF,1,2.41,2.41,102,4,OFF,OFF,0.0
1018,0.0,27.0,29,8.25,129,128,136,123,128,129,240,826,ON,OFF,ON,67,650,93.7,169.3,0,8042,35,12.8,OFF,OFF,ON,OFF,OFF,1,2.67,2.41,102,4,OFF,OFF,0.0
995,0.0,27.7,29,8.13,129,128,136,122,128,129,71,586,ON,OFF,ON,67,650,93.7,169.3,0,8042,34,12.8,OFF,OFF,ON,OFF,OFF,1,2.70,2.41,102,3,OFF,OFF,0.0
1015,0.0,27.7,29,7.85,129,128,137,133,128,135,400,200,ON,OFF,ON,67,650,93.7,169.3,0,8042,33,12.8,OFF,OFF,ON,OFF,OFF,1,2.72,2.59,102,3,OFF,OFF,0.0
999,0.0,27.7,29,8.06,129,128,127,133,128,130,857,164,ON,OFF,ON,67,650,93.7,169.3,0,8042,32,12.7,OFF,OFF,ON,OFF,OFF,1,2.52,2.59,102,3,OFF,OFF,0.0
971,0.0,28.1,29,8.23,129,128,126,134,128,130,795,222,ON,OFF,ON,67,650,93.7,169.3,0,8042,31,12.8,OFF,OFF,ON,OFF,OFF,1,2.55,2.69,102,3,OFF,OFF,0.0
973,0.0,28.4,29,7.98,129,128,125,124,128,124,835,804,ON,OFF,ON,67,650,93.7,169.3,0,8042,31,12.7,OFF,OFF,ON,OFF,OFF,1,2.59,2.56,102,3,OFF,OFF,0.0
957,0.0,28.8,29,7.95,129,128,123,124,128,123,799,866,ON,OFF,ON,67,650,93.7,169.3,0,8042,30,12.7,OFF,OFF,ON,OFF,OFF,1,2.59,2.56,102,3,OFF,OFF,0.0
940,0.0,28.8,29,8.04,129,128,121,123,128,122,844,835,ON,OFF,ON,67,650,93.7,170.6,0,8042,29,12.8,OFF,OFF,ON,OFF,OFF,1,2.52,2.55,102,3,OFF,OFF,0.0
903,0.0,29.9,29,7.88,129,128,119,122,128,120,644,591,ON,OFF,ON,67,638,93.7,170.6,0,8042,28,12.7,OFF,OFF,ON,OFF,OFF,1,2.55,2.59,102,3,OFF,OFF,0.0
901,0.0,30.3,29,7.93,129,128,131,121,128,126,138,617,ON,OFF,ON,66,638,93.7,170.6,0,8042,28,12.8,OFF,OFF,ON,OFF,OFF,1,2.90,2.66,102,3,OFF,OFF,0.0
922,0.0,29.9,29,7.88,129,128,131,130,128,130,62,218,ON,OFF,ON,66,638,93.7,170.6,0,8042,27,12.8,OFF,OFF,ON,OFF,OFF,1,2.94,2.88,102,3,OFF,OFF,0.0
934,0.0,29.9,29,8.04,129,128,132,130,128,131,147,324,ON,OFF,ON,66,638,93.7,170.6,0,8042,26,12.8,OFF,OFF,ON,OFF,OFF,1,2.85,2.81,102,3,OFF,OFF,0.0
922,0.0,30.3,29,8.08,129,128,122,120,128,121,728,675,ON,OFF,ON,66,638,93.7,170.6,0,8042,25,12.8,OFF,OFF,ON,OFF,OFF,1,2.61,2.56,102,3,OFF,OFF,0.0
